id;no;url;votes;created_at;updated_at;airdate;notes
86;265;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-265-a-106871/;48;2008-10-30 10:08:19;2008-10-31 08:57:42;2006-09-07 00:00:00;
87;266;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-266-a-107162/;56;2008-10-30 10:08:21;2008-10-31 08:57:42;2006-09-14 00:00:00;
88;267;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-267-a-107584/;79;2008-10-30 10:08:24;2008-10-30 16:54:38;2006-09-21 00:00:00;
89;268;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-268-a-107990/;62;2008-10-30 10:08:27;2008-10-30 16:54:41;2006-09-28 00:00:00;
90;269;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-269-a-108239/;31;2008-10-30 10:08:30;2008-10-30 16:54:43;2006-10-05 00:00:00;
91;270;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-270-a-108507/;87;2008-10-30 10:08:32;2008-10-30 16:54:45;2006-10-12 00:00:00;
92;271;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-271-a-108834/;37;2008-10-30 10:08:35;2008-10-30 16:54:47;2006-10-19 00:00:00;
93;272;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-272-a-109209/;51;2008-10-30 10:08:37;2008-11-03 08:57:57;2006-10-26 00:00:00;
94;273;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-273-a-109562/;42;2008-10-30 10:08:40;2008-10-30 16:54:51;2006-11-02 00:00:00;
95;274;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-274-a-109859/;69;2008-10-30 10:08:42;2008-10-30 16:54:54;2006-11-09 00:00:00;
96;275;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-275-a-110853/;29;2008-10-30 10:08:44;2008-10-30 16:54:56;2006-11-16 00:00:00;
97;276;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-276-a-111502/;49;2008-10-30 10:08:47;2008-10-31 08:57:42;2006-11-23 00:00:00;
98;277;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-277-a-111884/;72;2008-10-30 10:08:50;2008-10-30 16:55:01;2006-11-30 00:00:00;
99;278;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-278-a-112291/;52;2008-10-30 10:08:53;2008-10-31 08:57:42;2006-12-07 00:00:00;
100;279;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-279-a-112610/;59;2008-10-30 10:08:55;2008-11-02 07:07:31;2006-12-14 00:00:00;Live from Mexico
101;280;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-280-top-20-of-2006-a-112924/;57;2008-10-30 10:08:58;2008-10-30 16:55:07;2006-12-21 00:00:00;Top 20 of 2006
102;281;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-281-yearmix-2006-a-113214/;88;2008-10-30 10:09:00;2008-10-30 16:55:09;2006-12-28 00:00:00;Year Mix 2006
103;282;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-282-a-113454/;28;2008-10-30 10:09:03;2008-11-02 07:07:32;2007-01-04 00:00:00;Rebroadcast of Episode 274
104;283;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-283-a-113718/;52;2008-10-30 10:09:06;2008-10-31 08:57:42;2007-01-11 00:00:00;
105;284;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-284-a-114079/;58;2008-10-30 10:09:08;2008-10-30 16:55:16;2007-01-18 00:00:00;
106;285;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-285-a-114398/;39;2008-10-30 10:09:11;2008-10-31 08:57:42;2007-01-25 00:00:00;
107;286;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-286-a-114884/;27;2008-10-30 10:09:14;2008-10-30 16:55:21;2007-02-01 00:00:00;
108;287;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-287-a-115345/;41;2008-10-30 10:09:16;2008-10-30 16:55:23;2007-02-08 00:00:00;
109;288;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-288-a-115710/;55;2008-10-30 10:09:19;2008-10-31 08:57:42;2007-02-15 00:00:00;
110;289;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-289-a-116011/;43;2008-10-30 10:09:21;2008-10-30 16:55:28;2007-02-22 00:00:00;
111;290;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-290-a-116325/;42;2008-10-30 10:09:24;2008-10-31 08:57:42;2007-03-01 00:00:00;
112;291;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-291-a-116674/;36;2008-10-30 10:09:26;2008-10-30 16:55:32;2007-03-08 00:00:00;
113;292;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-292-a-117004/;20;2008-10-30 10:09:29;2008-10-30 16:55:35;2007-03-15 00:00:00;
165;293;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-293-a-117286/;36;2008-11-02 22:37:25;2008-11-02 22:38:23;2007-03-22 00:00:00;
114;294;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-294-a-117692/;29;2008-10-30 10:09:32;2008-10-30 16:55:37;2007-03-29 00:00:00;
115;295;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-295-a-118300/;18;2008-10-30 10:09:35;2008-10-30 16:55:42;2007-04-05 00:00:00;
116;296;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-296-a-118768/;44;2008-10-30 10:09:38;2008-10-30 16:55:45;2007-04-12 00:00:00;
117;297;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-297-a-119121/;30;2008-10-30 10:09:40;2008-10-30 16:55:47;2007-04-19 00:00:00;
118;298;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-298-a-119401/;32;2008-10-30 10:09:43;2008-10-30 16:55:49;2007-04-26 00:00:00;
119;299;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-299-a-119700/;38;2008-10-30 10:09:45;2008-10-30 16:55:51;2007-05-03 00:00:00;
19;300;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-300-part-2-live-120194/;189;2008-10-30 09:50:52;2008-10-31 22:02:33;2007-05-17 00:00:00;Part 2: 7 hour show. Live from Pettelaarse Schans in Den Bosch
62;301;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-301-a-120479/;31;2008-10-30 10:03:46;2008-10-30 16:53:36;2007-05-24 00:00:00;
20;302;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-302-a-120840/;65;2008-10-30 09:50:58;2008-10-31 08:57:41;2007-05-31 00:00:00;
21;303;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-303-a-121083/;28;2008-10-30 09:51:01;2008-10-30 16:52:05;2007-06-07 00:00:00;
63;304;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-304-a-121370/;32;2008-10-30 10:03:54;2008-10-30 16:53:38;2007-06-14 00:00:00;
64;305;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-305-a-121667/;40;2008-10-30 10:03:56;2008-10-30 16:53:41;2007-06-21 00:00:00;
65;306;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-306-a-121956/;22;2008-10-30 10:04:00;2008-10-30 16:53:43;2007-06-28 00:00:00;
22;307;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-307-a-122182/;25;2008-10-30 09:51:12;2008-10-30 16:52:08;2007-07-05 00:00:00;
23;308;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-308-recorded-live-122528/;41;2008-10-30 09:51:15;2008-10-31 21:40:28;2007-07-12 00:00:00;Live from Armada at Amnesia, Ibiza
24;309;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-309-a-122779/;23;2008-10-30 09:51:17;2008-10-31 08:57:41;2007-07-19 00:00:00;
66;310;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-310-a-123127/;18;2008-10-30 10:04:11;2008-10-30 16:53:45;2007-07-26 00:00:00;
67;311;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-311-a-123876/;56;2008-10-30 10:04:13;2008-10-31 21:40:57;2007-08-02 00:00:00;Hour 1 - Newest Tunes Selected, Hour 2 - Live at Amnesia in Ibiza
68;312;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-312-a-124267/;44;2008-10-30 10:04:16;2008-10-30 16:53:51;2007-08-09 00:00:00;
25;313;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-313-a-124672/;28;2008-10-30 09:51:28;2008-10-31 21:41:04;2007-08-16 00:00:00;Hour 1 - Newest Tunes Selected, Hour 2 - Live at Amnesia in Ibiza
26;314;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-314-a-125021/;36;2008-10-30 09:51:31;2008-10-30 16:52:16;2007-08-23 00:00:00;
27;315;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-315-a-125380/;42;2008-10-30 09:51:33;2008-10-31 21:41:09;2007-08-30 00:00:00;Hour 1 - Newest Tunes Selected, Hour 2 - Live at Amnesia in Ibiza
28;316;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-316-a-125595/;41;2008-10-30 09:51:36;2008-10-31 08:57:41;2007-09-06 00:00:00;
29;317;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-317-a-125844/;19;2008-10-30 09:51:38;2008-10-31 21:41:35;2007-09-13 00:00:00;Live, featuring guest mix by Nick Warren & ATB
30;318;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-318-a-126105/;32;2008-10-30 09:51:40;2008-10-31 08:57:41;2007-09-20 00:00:00;
31;319;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-319-a-126419/;28;2008-10-30 09:51:43;2008-10-31 08:57:41;2007-09-27 00:00:00;
32;320;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-320-a-126644/;41;2008-10-30 09:51:46;2008-10-30 16:52:29;2007-10-04 00:00:00;
33;321;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-321-a-126938/;20;2008-10-30 09:51:48;2008-10-30 16:52:31;2007-10-11 00:00:00;
34;322;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-322-a-127227/;37;2008-10-30 09:51:51;2008-10-30 16:52:33;2007-10-18 00:00:00;
35;323;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-323-a-127619/;47;2008-10-30 09:51:54;2008-11-02 07:07:32;2007-10-25 00:00:00;Hour 1 - Newest Tunes Selected, Hour 2 - Live from Amsterdam Dance Event
36;324;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-324-a-127908/;44;2008-10-30 09:51:57;2008-10-30 16:52:38;2007-11-01 00:00:00;
37;325;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-325-a-128217/;55;2008-10-30 09:52:00;2008-10-30 16:52:41;2007-11-08 00:00:00;
38;326;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-326-a-128496/;26;2008-10-30 09:52:02;2008-10-30 16:52:43;2007-11-15 00:00:00;
39;327;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-327-a-129092/;42;2008-10-30 09:52:05;2008-10-30 16:52:45;2007-11-22 00:00:00;
40;328;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-328-a-130132/;45;2008-10-30 09:52:07;2008-10-30 16:52:47;2007-11-29 00:00:00;
41;329;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-329-a-130594/;21;2008-10-30 09:52:10;2008-10-30 16:52:50;2007-12-06 00:00:00;
42;330;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-330-a-131441/;32;2008-10-30 09:52:12;2008-10-30 16:52:53;2007-12-13 00:00:00;
61;331;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-331-top-20-of-2007-a-131896/;57;2008-10-30 10:03:26;2008-10-31 11:22:30;2007-12-20 00:00:00;Top 20 of 2007
43;332;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-332-yearmix-2007-a-132246/;62;2008-10-30 09:52:18;2008-10-31 22:02:33;2007-12-27 00:00:00;Year Mix 2007
44;333;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-333-recorded-live-132691/;14;2008-10-30 09:52:20;2008-11-02 07:07:32;2008-01-03 00:00:00;Live at the Sand Amsterdam, The Netherlands
45;334;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-334-a-133255/;26;2008-10-30 09:52:22;2008-10-31 08:57:41;2008-01-10 00:00:00;
46;335;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-335-a-133728/;64;2008-10-30 09:52:25;2008-10-30 16:53:02;2008-01-17 00:00:00;
47;336;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-336-a-134139/;44;2008-10-30 09:52:27;2008-10-30 16:53:05;2008-01-24 00:00:00;
48;337;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-337-a-134523/;33;2008-10-30 09:52:30;2008-10-30 16:53:07;2008-01-31 00:00:00;
49;338;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-338-a-134849/;34;2008-10-30 09:52:32;2008-10-30 16:53:09;2008-02-07 00:00:00;
50;339;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-339-a-135481/;50;2008-10-30 09:52:35;2008-11-03 09:03:58;2008-02-14 00:00:00;
51;340;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-340-a-135872/;65;2008-10-30 09:52:38;2008-10-31 22:02:33;2008-02-21 00:00:00;Live from Club Colors, Studio 51, Helsinki, Finland
52;341;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-341-a-136340/;45;2008-10-30 09:52:40;2008-10-30 16:53:16;2008-02-28 00:00:00;
53;342;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-342-a-137116/;28;2008-10-30 09:52:42;2008-10-30 16:53:18;2008-03-06 00:00:00;
54;343;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-343-a-137419/;21;2008-10-30 09:52:45;2008-10-31 08:57:41;2008-03-13 00:00:00;
55;344;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-344-a-137793/;27;2008-10-30 09:52:48;2008-10-31 08:57:41;2008-03-20 00:00:00;
56;345;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-345-a-138198/;42;2008-10-30 09:52:50;2008-10-30 16:53:25;2008-03-27 00:00:00;
57;346;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-346-a-138572/;45;2008-10-30 09:52:51;2008-11-03 09:06:08;2008-04-03 00:00:00;
58;347;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-347-a-138931/;31;2008-10-30 09:52:54;2008-10-30 16:53:28;2008-04-10 00:00:00;
59;348;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-348-a-139334/;40;2008-10-30 09:52:57;2008-10-31 22:02:33;2008-04-17 00:00:00;Armin van Buuren's Imagine Album Release Special
60;349;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-349-a-139735/;24;2008-10-30 09:52:59;2008-10-30 16:53:32;2008-04-24 00:00:00;
1;350;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-350-live-140099/;184;2008-10-30 09:45:32;2008-11-03 09:13:17;2008-05-01 00:00:00;Live anniversary edition from Noxx Club in Antwerp, Belgium
69;351;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-351-a-140540/;31;2008-10-30 10:06:50;2008-10-31 08:57:41;2008-05-08 00:00:00;
2;352;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-352-a-140870/;37;2008-10-30 09:45:38;2008-10-31 08:57:41;2008-05-15 00:00:00;
3;353;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-353-a-141246/;41;2008-10-30 09:45:40;2008-11-03 09:15:20;2008-05-22 00:00:00;Live from Godskitchen, Air Birmingham
4;355;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-355-a-141788/;35;2008-10-30 09:45:44;2008-10-30 16:51:30;2008-06-05 00:00:00;
5;356;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-356-a-142227/;34;2008-10-30 09:45:47;2008-10-31 08:57:41;2008-06-12 00:00:00;
6;357;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-357-a-142633/;28;2008-10-30 09:45:49;2008-10-30 16:51:34;2008-06-19 00:00:00;
7;358;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-358-a-142897/;58;2008-10-30 09:45:51;2008-10-31 22:02:33;2008-06-26 00:00:00;Start of Summer Special
8;359;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-359-recorded-live-143299/;34;2008-10-30 09:45:54;2008-10-31 22:02:33;2008-07-03 00:00:00;5 hour show. Live from Amnesia, Ibiza
9;360;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-360-a-143597/;40;2008-10-30 09:45:56;2008-10-31 08:57:41;2008-07-10 00:00:00;
10;361;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-361-a-144026/;63;2008-10-30 09:45:59;2008-10-30 16:51:43;2008-07-17 00:00:00;
70;362;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-362-a-144320/;44;2008-10-30 10:06:53;2008-10-30 16:53:56;2008-07-24 00:00:00;
11;363;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-363-a-144660/;33;2008-10-30 09:46:03;2008-10-30 16:51:45;2008-07-31 00:00:00;
12;364;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-364-a-144969/;39;2008-10-30 09:46:06;2008-10-31 08:57:41;2008-08-07 00:00:00;
13;365;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-365-recorded-live-145369/;41;2008-10-30 09:46:08;2008-11-02 07:07:32;2008-08-14 00:00:00;Live from Amnesia, Ibiza
14;366;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-366-a-145683/;43;2008-10-30 09:46:10;2008-10-30 16:51:51;2008-08-21 00:00:00;
15;367;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-367-a-146025/;36;2008-10-30 09:46:12;2008-10-30 16:51:53;2008-08-28 00:00:00;
16;368;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-368-a-146446/;36;2008-10-30 09:46:14;2008-10-30 16:51:55;2008-09-04 00:00:00;
17;369;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-369-a-146900/;25;2008-10-30 09:46:16;2008-10-30 16:51:07;2008-09-11 00:00:00;
18;370;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-370-a-147377/;31;2008-10-30 09:46:18;2008-11-02 07:07:32;2008-09-18 00:00:00;Hour 1 - Newest Tunes Selected, Hour 2 - Live from Ibiza - Summer Closing Set
155;371;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-371-a-147804/;52;2008-10-30 12:35:09;2008-10-30 16:58:15;2008-09-25 00:00:00;
156;372;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-372-a-148288/;42;2008-10-30 12:35:11;2008-10-30 16:58:17;2008-10-02 00:00:00;
157;373;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-373-a-148606/;25;2008-10-30 12:35:13;2008-10-30 16:58:19;2008-10-09 00:00:00;
158;374;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-374-a-148994/;35;2008-10-30 12:35:16;2008-10-30 16:58:21;2008-10-16 00:00:00;
159;375;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-375-a-149411/;23;2008-10-30 12:35:18;2008-10-30 16:58:23;2008-10-23 00:00:00;
168;376;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-376-a-149767/;38;2008-11-03 08:16:36;2008-11-03 08:17:28;2008-10-30 00:00:00;
169;377;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-377-a-150099/;31;2008-11-07 18:40:46;2008-11-07 18:40:46;2008-11-06 00:00:00;
170;378;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-378-a-150451/;39;2008-11-22 12:16:56;2008-11-22 12:16:56;2008-11-13 00:00:00;
171;379;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-379-a-150768/;24;2008-11-25 19:01:54;2008-11-25 19:01:54;2008-11-20 00:00:00;
172;380;http://forums.di.fm/trance/armin-van-buuren-presents-state-of-trance-episode-380-recorded-live-151211/;48;2008-12-01 16:23:30;2008-12-02 13:46:08;2008-11-27 00:00:00;Recorded live at Club Volume in Seoul, South Korea
